Metal,Process_Type,End_of_Life,Energy_Use_MJ_per_kg,Emission_kgCO2_per_kg,Water_Use_l_per_kg,Transport_km,Recycled_Content_pct,Reuse_Potential_score,Circularity_Index,Cost_per_kg,Product_Life_Extension_years,Waste_kg_per_kg_metal
Silver,Recycled,Recycled,287.2,24.26,129.69,102.18,31.92,3.38,0.12,1263.91,13.29,0.03
Copper,Recycled,Landfilled,98.63,3.57,7.62,390.69,56.72,1.37,0.49,7.22,24.24,0.09
Zinc,Primary,Landfilled,97.07,7.61,4.33,298.96,60.33,2.55,0.29,2.31,13.84,0.17
Tin,Primary,Reused,47.0,4.66,3.02,105.81,13.97,4.22,0.55,20.12,7.09,0.03
Gold,Recycled,Recycled,426.68,28.7,129.45,147.99,61.76,5.13,0.3,4306.82,12.03,0.05
Aluminium,Hybrid,Reused,64.58,11.97,11.5,267.44,15.23,6.29,0.66,2.11,9.13,0.19
Steel,Hybrid,Reused,64.46,5.05,4.02,272.22,36.75,7.6,0.43,1.62,31.15,0.08
Lead,Recycled,Recycled,35.79,2.9,4.04,224.05,49.26,5.55,0.51,2.27,6.32,0.1
Cobalt,Primary,Reused,67.79,4.07,4.86,263.54,36.97,3.91,0.27,34.95,7.74,0.07
Silver,Primary,Recycled,225.32,19.46,78.56,174.79,63.93,1.87,0.45,912.96,21.51,0.02
Silver,Primary,Reused,226.09,11.18,51.58,163.02,69.82,3.88,0.52,860.15,11.55,0.04
Nickel,Hybrid,Reused,131.49,8.7,8.88,221.64,59.64,5.42,0.22,10.82,9.9,0.13
Gold,Primary,Reused,430.16,23.47,109.27,112.76,83.5,5.82,0.15,3733.43,13.56,0.01
Gold,Primary,Recycled,345.66,30.49,286.68,89.9,29.34,2.96,0.37,3819.33,29.02,0.03
Lead,Primary,Recycled,84.56,5.19,6.56,146.48,84.94,5.28,0.57,1.45,10.62,0.07
Silver,Recycled,Landfilled,210.78,17.72,79.29,104.97,22.72,2.09,0.11,1397.7,15.43,0.04
Gold,Primary,Landfilled,478.7,35.34,111.9,191.7,64.92,2.91,0.19,4065.61,25.61,0.02
Silver,Recycled,Recycled,303.21,15.18,148.2,153.26,71.05,1.35,0.31,1372.18,16.95,0.02
Silver,Hybrid,Reused,184.02,12.6,80.05,181.57,60.0,1.25,0.57,1371.13,13.48,0.02
Tin,Recycled,Recycled,79.09,1.98,3.29,136.45,42.8,3.9,0.16,22.05,10.81,0.09
Zinc,Hybrid,Recycled,38.79,3.0,4.04,141.22,38.05,3.89,0.61,2.4,7.37,0.12
Aluminium,Primary,Recycled,50.57,5.53,19.0,397.78,30.57,1.83,0.21,1.7,9.65,0.16
Cobalt,Primary,Reused,61.69,6.59,12.88,226.92,41.49,1.25,0.13,28.37,15.07,0.15
Gold,Recycled,Recycled,330.07,23.23,239.5,198.26,72.18,5.0,0.33,3484.98,43.37,0.03
Steel,Primary,Reused,43.16,6.11,2.6,381.47,33.17,5.17,0.45,1.39,36.3,0.11
Copper,Primary,Landfilled,48.65,5.49,4.31,318.28,80.19,6.31,0.37,6.61,9.56,0.19
Copper,Hybrid,Reused,98.02,8.41,14.61,240.07,62.1,1.04,0.27,5.54,13.77,0.09
Lead,Recycled,Recycled,57.09,6.97,4.88,133.43,73.25,1.45,0.52,1.65,5.5,0.04
Copper,Primary,Recycled,87.33,6.17,12.0,289.66,55.5,1.48,0.22,7.44,11.53,0.17
Zinc,Recycled,Recycled,62.71,6.77,10.31,314.66,76.24,1.98,0.5,2.65,7.61,0.06
Silver,Hybrid,Recycled,170.02,10.54,133.36,52.11,83.06,1.07,0.52,1017.25,10.66,0.02
Tin,Primary,Landfilled,66.26,4.37,2.1,255.67,70.01,2.84,0.31,23.92,14.37,0.07
Silver,Hybrid,Recycled,296.07,14.71,85.88,87.14,81.25,4.63,0.41,1178.98,26.13,0.05
Aluminium,Recycled,Landfilled,100.65,9.28,10.08,259.65,25.15,5.28,0.33,1.79,13.03,0.17
Silver,Hybrid,Reused,334.63,22.27,58.39,149.18,24.55,2.05,0.57,873.96,11.62,0.01
Aluminium,Recycled,Reused,74.54,7.14,18.19,490.4,58.5,2.31,0.61,1.57,19.35,0.24
Lead,Primary,Reused,83.79,3.74,6.94,84.79,58.11,6.49,0.46,1.91,10.81,0.14
Gold,Recycled,Reused,417.34,31.43,221.55,135.94,56.51,3.23,0.14,3519.5,34.4,0.03
Aluminium,Primary,Recycled,130.36,8.01,9.7,380.59,47.41,6.46,0.4,2.14,10.49,0.09
Nickel,Hybrid,Reused,106.44,12.83,14.47,190.4,67.14,4.75,0.35,17.39,8.94,0.24
Silver,Recycled,Reused,297.67,16.89,70.27,51.39,72.15,2.4,0.28,1499.71,14.82,0.04
Gold,Primary,Recycled,334.36,26.25,155.26,106.4,82.65,2.13,0.59,4031.68,41.65,0.02
Zinc,Recycled,Landfilled,45.78,7.67,4.15,143.77,35.2,2.78,0.58,2.91,14.79,0.06
Steel,Primary,Landfilled,74.37,6.6,4.48,250.02,82.01,6.54,0.66,0.95,18.51,0.05
Aluminium,Hybrid,Reused,186.79,7.11,5.75,255.08,58.1,3.65,0.7,1.83,16.94,0.15
Zinc,Hybrid,Recycled,118.48,6.55,8.93,172.36,46.93,1.34,0.6,3.2,10.44,0.05
Gold,Hybrid,Landfilled,376.66,35.72,195.68,188.7,53.08,4.32,0.29,3249.42,35.83,0.05
Nickel,Recycled,Recycled,136.01,10.87,4.03,259.33,58.94,5.82,0.17,12.47,5.52,0.18
Aluminium,Hybrid,Recycled,195.75,11.52,12.58,484.76,49.0,4.61,0.61,2.46,9.15,0.13
Steel,Recycled,Reused,25.69,5.62,9.65,118.87,53.08,4.09,0.3,1.62,18.76,0.13
Aluminium,Recycled,Reused,126.8,8.21,9.15,348.29,21.18,5.65,0.22,1.55,10.67,0.17
Zinc,Hybrid,Reused,44.46,3.72,5.74,175.05,74.88,4.54,0.43,3.42,10.62,0.03
Gold,Recycled,Reused,337.82,27.76,163.05,89.88,57.72,4.59,0.52,4750.03,10.02,0.02
Lead,Primary,Recycled,32.44,2.35,3.07,208.85,63.16,4.97,0.31,1.57,12.08,0.1
Zinc,Recycled,Reused,101.42,2.35,8.6,286.9,29.86,5.2,0.67,3.85,12.99,0.1
Cobalt,Primary,Reused,90.81,10.7,9.32,291.25,17.17,3.88,0.27,33.35,7.73,0.16
Cobalt,Recycled,Landfilled,59.12,6.84,12.13,294.48,61.07,3.62,0.56,22.13,19.92,0.04
Cobalt,Recycled,Reused,136.19,6.7,8.69,329.77,54.64,2.22,0.43,32.67,19.55,0.08
Nickel,Hybrid,Recycled,116.36,14.81,16.29,368.13,27.27,1.96,0.14,11.45,8.87,0.22
Steel,Hybrid,Recycled,91.2,7.94,6.36,125.37,83.62,5.58,0.48,1.51,30.88,0.02
Steel,Primary,Reused,96.53,6.82,7.48,377.09,87.94,6.18,0.53,1.21,20.12,0.07
Nickel,Primary,Landfilled,163.38,12.52,4.3,118.98,43.99,3.06,0.59,14.66,19.68,0.2
Zinc,Recycled,Reused,59.04,7.6,10.76,325.5,63.22,1.81,0.46,3.04,8.47,0.16
Silver,Hybrid,Recycled,336.13,23.36,56.5,83.58,68.5,2.57,0.46,1082.35,29.2,0.01
Zinc,Recycled,Reused,106.87,2.72,11.52,180.7,73.66,3.22,0.53,2.67,6.08,0.1
Gold,Hybrid,Reused,300.95,31.53,169.07,97.15,55.13,3.55,0.3,4417.51,33.01,0.01
Nickel,Recycled,Reused,61.69,9.0,5.48,223.1,44.64,1.1,0.34,19.58,15.03,0.21
Silver,Hybrid,Landfilled,283.49,23.14,72.05,85.42,82.85,2.85,0.48,727.83,24.54,0.02
Nickel,Primary,Recycled,108.21,9.47,12.47,442.88,48.66,5.92,0.4,16.07,17.85,0.19
Copper,Primary,Reused,64.43,8.34,11.87,206.11,16.69,1.72,0.14,6.04,13.19,0.1
Copper,Primary,Recycled,93.12,7.62,6.44,183.49,30.55,6.59,0.18,7.2,12.4,0.05
Silver,Primary,Landfilled,183.43,23.67,116.92,157.47,74.36,1.41,0.51,1030.91,11.3,0.04
Aluminium,Recycled,Landfilled,95.43,5.93,19.48,219.92,68.41,5.47,0.24,2.14,12.07,0.1
Silver,Recycled,Landfilled,273.15,11.94,71.69,71.7,77.09,1.82,0.47,866.75,18.69,0.02
Copper,Recycled,Landfilled,49.26,7.2,13.37,375.41,19.07,1.98,0.6,7.56,23.04,0.19
Aluminium,Primary,Landfilled,123.87,4.34,15.26,470.94,40.24,2.32,0.12,2.55,17.7,0.12
Cobalt,Primary,Reused,61.66,10.86,11.54,319.51,57.22,2.5,0.49,23.13,8.59,0.03
Copper,Primary,Recycled,48.72,7.4,4.33,376.04,68.31,3.07,0.51,7.96,13.52,0.08
Aluminium,Hybrid,Reused,124.75,6.7,18.88,417.18,40.68,6.73,0.21,1.66,12.11,0.23
Gold,Primary,Reused,474.76,27.5,146.33,99.92,28.08,1.08,0.32,4485.56,27.97,0.05
Copper,Hybrid,Landfilled,73.05,7.33,11.3,388.82,20.33,1.04,0.61,5.12,16.46,0.16
Copper,Hybrid,Recycled,134.47,6.23,10.98,240.87,21.69,3.9,0.17,5.28,9.77,0.09
Aluminium,Hybrid,Landfilled,180.84,8.27,6.58,242.2,47.15,6.64,0.17,1.76,7.55,0.21
Copper,Primary,Recycled,135.25,8.61,8.22,398.6,74.56,1.99,0.63,7.41,8.86,0.1
Zinc,Recycled,Reused,57.59,7.27,5.14,160.06,41.04,4.3,0.54,3.22,5.16,0.14
Zinc,Hybrid,Reused,72.62,7.43,9.94,237.04,35.54,4.44,0.56,2.01,9.76,0.04
Zinc,Recycled,Reused,37.2,5.8,8.78,325.38,67.34,5.12,0.48,2.41,12.0,0.1
Aluminium,Hybrid,Recycled,62.68,10.98,15.83,350.07,62.66,7.34,0.4,1.74,14.77,0.25
Steel,Recycled,Recycled,88.56,2.73,9.46,249.6,51.63,4.72,0.28,0.81,32.11,0.12
Aluminium,Recycled,Reused,84.96,8.96,17.45,329.95,33.75,5.02,0.7,2.43,18.52,0.24
Aluminium,Primary,Reused,197.68,7.63,19.56,363.14,78.38,5.38,0.39,2.65,7.47,0.09
Tin,Recycled,Recycled,40.63,3.58,2.32,113.73,62.63,4.54,0.44,21.03,7.45,0.09
Nickel,Hybrid,Landfilled,62.36,11.45,15.13,241.29,63.3,4.17,0.25,16.19,10.4,0.13
Cobalt,Primary,Recycled,91.64,11.84,4.32,269.37,14.82,4.1,0.57,34.54,7.4,0.18
Nickel,Recycled,Landfilled,176.22,11.79,9.88,292.16,29.09,4.86,0.37,19.62,17.12,0.24
Zinc,Recycled,Recycled,36.76,2.6,3.11,292.54,78.27,4.56,0.33,3.59,6.06,0.08
Steel,Hybrid,Recycled,47.39,2.17,5.67,155.88,86.23,1.1,0.36,1.74,32.66,0.15
Lead,Recycled,Reused,46.96,5.21,6.44,223.69,35.26,5.2,0.59,1.44,11.91,0.09
Lead,Recycled,Landfilled,61.3,6.36,6.02,208.52,51.87,6.02,0.38,2.08,12.02,0.03
Cobalt,Hybrid,Recycled,150.34,8.04,13.35,186.27,63.91,2.79,0.28,22.2,15.73,0.03
Tin,Hybrid,Recycled,55.47,2.47,3.73,140.58,46.15,4.03,0.31,23.23,5.04,0.08
Zinc,Recycled,Recycled,115.55,7.99,6.42,234.31,37.47,1.96,0.55,2.65,6.07,0.04
Cobalt,Primary,Landfilled,97.39,8.69,8.13,212.08,22.09,3.86,0.25,34.74,6.43,0.17
Lead,Hybrid,Recycled,28.25,4.19,6.58,228.56,72.74,5.21,0.41,1.54,9.94,0.05
Aluminium,Primary,Recycled,112.19,10.92,6.57,408.26,84.21,3.0,0.18,1.85,16.81,0.17
Gold,Recycled,Recycled,427.05,28.18,255.63,159.13,77.15,2.85,0.59,4886.05,32.52,0.02
Tin,Recycled,Landfilled,52.83,2.5,2.04,176.0,50.61,3.69,0.52,22.9,6.82,0.05
Copper,Primary,Landfilled,97.47,7.28,11.74,258.01,38.66,2.06,0.24,7.33,23.36,0.08
Tin,Recycled,Reused,57.69,2.05,3.24,182.43,66.07,3.72,0.25,23.24,7.36,0.04
Aluminium,Recycled,Landfilled,138.55,10.68,9.02,258.35,52.64,4.58,0.55,1.99,14.63,0.29
Cobalt,Hybrid,Landfilled,61.92,6.9,3.44,157.69,58.37,2.85,0.49,27.45,18.36,0.15
Gold,Primary,Landfilled,330.42,34.42,167.73,98.01,27.89,3.42,0.24,3913.25,31.93,0.05
Steel,Recycled,Reused,25.56,7.31,8.97,187.46,38.83,2.97,0.67,0.74,31.37,0.07
Lead,Hybrid,Reused,38.26,6.3,2.83,244.74,50.1,1.38,0.3,1.33,6.18,0.08
Tin,Recycled,Reused,43.88,4.52,2.25,286.1,28.96,4.33,0.59,23.92,5.34,0.05
Lead,Primary,Reused,89.98,6.27,1.99,239.84,75.4,6.64,0.78,2.12,13.04,0.07
Silver,Recycled,Landfilled,241.21,24.96,88.85,96.53,61.24,3.62,0.46,1322.12,21.5,0.02
Tin,Recycled,Recycled,74.25,3.28,4.25,145.63,65.7,4.87,0.39,17.93,7.3,0.03
Silver,Recycled,Recycled,156.35,16.42,117.56,58.3,40.9,4.12,0.25,862.89,6.94,0.03
Tin,Hybrid,Recycled,68.84,2.95,1.86,158.41,35.98,3.19,0.46,24.11,7.62,0.09
Nickel,Hybrid,Recycled,136.99,7.07,12.57,435.45,58.92,4.03,0.48,15.29,6.2,0.1
Tin,Hybrid,Recycled,24.67,1.64,3.08,272.28,15.83,3.95,0.1,16.26,5.26,0.02
Tin,Primary,Reused,67.88,3.78,2.22,125.69,77.61,4.34,0.16,16.44,9.57,0.04
Cobalt,Primary,Landfilled,130.1,8.17,4.68,317.85,20.05,3.68,0.17,34.19,9.81,0.07
Nickel,Primary,Reused,94.36,11.0,11.33,298.05,68.11,4.98,0.5,10.5,16.86,0.13
Silver,Primary,Recycled,277.9,19.35,111.83,56.47,30.91,4.0,0.26,1491.74,25.15,0.02
Zinc,Primary,Reused,94.27,6.15,11.45,104.7,42.63,1.39,0.29,2.73,14.03,0.1
Copper,Hybrid,Landfilled,147.96,8.86,9.23,272.72,56.98,5.81,0.66,5.51,19.48,0.1
Nickel,Primary,Recycled,125.11,7.34,16.51,229.93,62.63,3.48,0.44,13.83,8.87,0.08
Zinc,Primary,Reused,98.3,8.23,7.29,223.74,38.73,1.21,0.55,3.77,7.39,0.15
Aluminium,Primary,Landfilled,53.87,11.21,19.56,281.4,39.98,5.51,0.69,2.72,5.17,0.19
Gold,Hybrid,Recycled,432.46,26.8,241.53,60.52,65.69,2.63,0.36,4029.31,30.0,0.05
Gold,Primary,Reused,394.42,30.54,288.22,103.27,67.42,4.35,0.45,4009.02,15.33,0.05
Copper,Recycled,Recycled,135.04,6.1,13.06,239.22,76.9,5.32,0.56,7.33,21.2,0.03
Copper,Recycled,Landfilled,134.43,5.28,12.2,204.79,52.97,4.9,0.61,7.3,18.33,0.08
Nickel,Primary,Landfilled,74.44,13.06,12.96,321.51,55.21,2.16,0.2,12.21,14.19,0.18
Steel,Hybrid,Recycled,45.83,1.57,8.71,310.47,61.38,6.78,0.46,1.25,33.87,0.12
Silver,Hybrid,Recycled,174.21,15.88,108.77,132.33,61.71,4.27,0.27,792.18,7.79,0.02
Gold,Recycled,Recycled,478.79,34.42,199.74,156.95,52.79,4.14,0.16,4327.66,23.54,0.04
Lead,Recycled,Recycled,88.57,4.56,5.06,288.36,32.04,6.23,0.64,1.72,13.07,0.05
Copper,Recycled,Recycled,61.27,9.95,13.58,306.3,70.64,4.98,0.49,7.13,23.4,0.05
Tin,Primary,Landfilled,26.05,5.19,2.57,192.54,10.38,3.42,0.59,22.84,11.83,0.07
Aluminium,Hybrid,Recycled,73.35,11.75,7.78,379.78,22.38,4.27,0.3,2.68,12.81,0.2
Copper,Primary,Landfilled,57.32,7.63,11.4,163.4,18.59,2.99,0.32,7.15,14.7,0.07
Steel,Recycled,Landfilled,80.02,6.62,7.08,302.52,86.24,3.79,0.68,0.67,36.3,0.07
Zinc,Primary,Recycled,80.74,3.88,8.72,269.54,36.4,4.21,0.41,2.78,10.03,0.08
Cobalt,Primary,Reused,114.63,8.22,13.48,184.64,23.92,1.39,0.36,33.71,18.74,0.19
Aluminium,Recycled,Reused,125.7,11.77,19.52,364.85,59.01,7.18,0.23,1.97,19.15,0.19
Gold,Hybrid,Reused,403.96,36.37,242.45,146.8,74.1,5.17,0.14,3320.36,40.25,0.02
Zinc,Recycled,Landfilled,43.31,2.84,9.3,310.94,24.74,3.01,0.57,3.0,10.88,0.16
Silver,Hybrid,Recycled,202.92,22.66,134.69,174.79,34.71,4.59,0.48,1492.18,6.95,0.02
Nickel,Recycled,Reused,79.73,5.45,10.43,335.59,44.64,3.64,0.38,18.03,13.47,0.05
Gold,Primary,Reused,438.39,20.52,150.82,106.26,37.72,3.49,0.25,4946.59,36.22,0.02
Copper,Recycled,Reused,55.58,3.17,3.3,324.72,13.04,5.91,0.53,6.68,11.6,0.12
Copper,Primary,Reused,98.56,9.89,9.07,389.5,44.31,6.68,0.58,7.86,19.75,0.05
Tin,Primary,Reused,45.49,3.24,4.65,116.74,24.39,3.8,0.44,18.62,5.21,0.06
Cobalt,Hybrid,Reused,111.98,7.3,9.13,229.59,18.61,2.56,0.39,31.11,6.74,0.05
Aluminium,Primary,Recycled,64.42,10.28,17.66,454.53,15.22,2.02,0.5,2.97,19.38,0.23
Gold,Primary,Landfilled,406.62,33.42,232.24,173.11,59.92,1.51,0.23,3864.24,13.26,0.04
Silver,Hybrid,Landfilled,171.45,18.59,90.21,75.92,56.75,3.26,0.5,1376.1,17.56,0.03
Nickel,Recycled,Landfilled,115.17,5.77,4.26,251.73,73.99,1.38,0.19,11.28,6.18,0.21
Nickel,Hybrid,Landfilled,171.37,7.07,15.57,365.91,56.85,2.59,0.47,19.93,19.55,0.19
Gold,Hybrid,Landfilled,438.58,32.75,226.29,132.94,59.71,3.12,0.14,3906.01,47.92,0.02
Cobalt,Hybrid,Landfilled,103.32,8.47,7.99,376.35,20.88,2.59,0.36,32.26,5.55,0.2
Copper,Primary,Landfilled,61.89,8.21,12.82,319.33,78.94,1.91,0.38,7.68,14.0,0.06
Copper,Primary,Reused,103.9,8.91,10.76,307.65,52.26,5.08,0.55,6.2,13.15,0.16
Nickel,Primary,Reused,128.82,7.36,5.17,431.13,59.35,2.35,0.11,17.88,19.21,0.22
Silver,Hybrid,Reused,202.43,24.06,92.1,103.73,75.11,1.29,0.5,1231.99,25.33,0.04
Cobalt,Primary,Landfilled,59.98,10.6,7.32,267.47,52.94,3.67,0.52,20.39,17.62,0.11
Lead,Primary,Landfilled,42.48,5.52,2.43,292.59,46.51,4.89,0.2,1.78,5.19,0.13
Gold,Recycled,Reused,378.74,21.07,154.68,152.02,24.7,5.16,0.17,4454.57,34.08,0.03
Silver,Primary,Reused,302.84,20.9,100.37,156.88,78.54,1.52,0.23,1278.64,24.62,0.01
Copper,Primary,Landfilled,105.73,8.76,11.97,282.2,46.96,4.18,0.67,6.63,10.28,0.17
Steel,Primary,Reused,50.53,6.61,2.04,110.22,33.27,1.94,0.62,1.28,15.65,0.09
Gold,Hybrid,Reused,490.44,24.94,186.12,64.52,71.64,2.59,0.6,3694.13,11.94,0.03
Copper,Recycled,Reused,130.65,9.19,9.59,236.74,55.3,2.02,0.68,7.29,13.97,0.09
Copper,Hybrid,Reused,46.37,5.36,7.39,393.83,58.72,3.15,0.24,7.42,16.32,0.16
Steel,Primary,Reused,22.72,2.19,6.56,289.89,65.09,2.19,0.73,0.69,27.86,0.06
Lead,Hybrid,Reused,47.5,6.5,7.58,212.88,20.56,6.32,0.46,1.74,13.75,0.05
Steel,Primary,Reused,77.35,3.19,8.27,241.8,20.79,4.59,0.51,1.64,10.13,0.1
Zinc,Recycled,Reused,70.62,2.72,4.58,183.41,16.64,1.23,0.34,3.09,9.28,0.16
Steel,Primary,Recycled,64.94,3.49,2.67,171.58,72.34,3.16,0.27,0.82,32.44,0.09
Lead,Hybrid,Reused,64.67,5.99,4.42,236.69,62.78,5.16,0.64,1.88,9.49,0.1
Steel,Recycled,Recycled,22.59,2.35,5.98,105.83,31.03,3.87,0.77,0.67,22.88,0.12
Steel,Recycled,Reused,99.95,4.1,8.19,104.25,80.07,1.03,0.61,1.02,20.86,0.05
Silver,Primary,Landfilled,314.11,16.14,143.23,57.74,66.95,2.04,0.17,983.77,13.71,0.03
Steel,Primary,Landfilled,31.22,5.41,7.23,115.71,79.25,8.74,0.27,0.65,20.81,0.07
Steel,Recycled,Recycled,55.14,7.52,6.95,359.63,30.92,5.76,0.34,1.1,30.78,0.13
Steel,Primary,Reused,20.85,2.75,5.29,122.76,86.92,3.66,0.51,0.77,11.72,0.13
Silver,Hybrid,Recycled,250.59,12.92,62.84,89.29,56.39,1.94,0.57,1491.01,25.33,0.02
Aluminium,Recycled,Recycled,137.07,11.72,6.49,265.25,39.58,2.21,0.28,2.68,9.51,0.23
Nickel,Recycled,Reused,144.05,11.69,4.29,231.52,65.31,3.67,0.54,13.47,8.57,0.14
Copper,Recycled,Reused,62.01,3.01,10.95,328.51,6.43,6.27,0.3,5.47,19.93,0.13
Tin,Primary,Reused,52.3,1.52,3.43,123.19,28.79,4.02,0.28,16.51,13.76,0.04
Nickel,Primary,Landfilled,166.92,10.01,14.06,254.68,40.76,5.14,0.58,11.09,6.51,0.21
Steel,Recycled,Reused,51.34,7.14,9.21,308.15,67.97,6.18,0.58,1.54,21.26,0.13
Silver,Recycled,Recycled,292.0,21.75,125.2,169.21,57.35,2.03,0.25,1127.34,17.51,0.03
Cobalt,Primary,Landfilled,67.35,6.71,8.4,137.15,18.62,2.15,0.13,34.34,14.62,0.05
Cobalt,Hybrid,Recycled,57.81,5.42,5.62,350.41,11.83,2.08,0.34,22.05,9.12,0.05
Gold,Hybrid,Reused,433.57,30.82,122.17,141.52,60.11,5.35,0.41,4440.97,38.83,0.05
Silver,Primary,Landfilled,203.47,17.32,126.94,86.63,77.62,1.78,0.35,1175.11,12.03,0.01
Steel,Primary,Reused,32.58,4.79,8.88,125.18,57.2,1.04,0.33,0.98,13.34,0.04
Cobalt,Hybrid,Recycled,94.45,5.76,5.05,242.27,14.13,3.07,0.16,35.86,19.44,0.06
Copper,Hybrid,Recycled,59.84,6.7,11.09,231.08,74.22,5.38,0.28,5.5,23.27,0.06
Copper,Recycled,Recycled,55.12,6.5,8.67,291.3,52.28,4.24,0.43,6.77,14.95,0.11
Aluminium,Recycled,Landfilled,73.37,6.87,19.49,464.23,48.65,2.42,0.16,2.69,17.93,0.25
Aluminium,Primary,Landfilled,147.69,8.21,16.79,397.87,36.78,2.36,0.21,2.05,12.56,0.23
Lead,Hybrid,Reused,83.39,6.83,3.02,184.06,40.44,4.27,0.74,1.23,14.27,0.09
Cobalt,Primary,Landfilled,135.67,7.41,11.79,122.87,45.83,4.64,0.27,35.58,18.55,0.05
Lead,Recycled,Recycled,29.14,2.31,3.95,107.07,77.7,4.67,0.54,1.68,8.77,0.03
Aluminium,Recycled,Recycled,142.31,5.41,19.24,431.97,44.45,4.98,0.17,1.64,17.18,0.11
Nickel,Recycled,Landfilled,161.11,11.18,7.69,355.88,20.69,5.9,0.31,10.7,6.28,0.15
Steel,Hybrid,Recycled,73.74,6.44,2.01,156.52,61.83,7.99,0.78,1.59,24.01,0.05
Steel,Hybrid,Recycled,61.29,1.69,2.77,112.88,76.96,4.87,0.21,1.47,32.56,0.14
Gold,Recycled,Landfilled,387.37,34.35,286.51,95.14,54.12,2.45,0.39,3078.09,31.36,0.02
Copper,Primary,Landfilled,47.88,9.33,5.84,396.46,63.36,5.74,0.19,6.71,15.88,0.2
Cobalt,Primary,Reused,119.5,4.85,9.73,260.2,46.21,1.16,0.23,37.91,16.34,0.13
Steel,Primary,Reused,63.9,1.84,8.74,126.3,77.03,7.35,0.71,1.47,10.17,0.06
Nickel,Hybrid,Reused,96.77,9.62,11.89,167.11,59.44,3.2,0.34,14.58,5.85,0.15
Zinc,Hybrid,Recycled,72.62,3.66,10.82,283.3,78.93,5.78,0.45,3.61,6.22,0.11
Silver,Recycled,Recycled,346.01,23.85,78.59,148.34,26.97,4.67,0.46,1462.28,28.84,0.02
Steel,Primary,Reused,58.47,3.42,7.03,169.78,20.25,3.84,0.68,2.0,15.9,0.1
Zinc,Primary,Landfilled,73.98,4.81,4.16,232.86,46.28,2.54,0.33,2.33,7.0,0.1
Steel,Hybrid,Reused,70.87,7.2,8.67,177.28,26.52,3.36,0.62,1.54,18.2,0.06
Copper,Hybrid,Recycled,73.57,6.74,8.02,372.4,18.29,2.37,0.7,7.61,17.68,0.07
Lead,Hybrid,Recycled,71.38,3.07,5.09,262.4,68.05,1.04,0.53,1.87,12.91,0.12
Steel,Recycled,Recycled,77.97,1.77,9.1,312.45,59.32,2.5,0.69,0.51,27.9,0.08
Silver,Primary,Reused,321.53,24.28,117.02,148.82,67.86,2.37,0.23,1005.05,19.49,0.01
Gold,Recycled,Landfilled,404.73,22.31,172.76,57.67,61.76,2.47,0.34,4580.89,19.47,0.03
Copper,Hybrid,Recycled,131.75,6.88,6.26,300.09,15.27,1.51,0.57,5.74,21.48,0.16
Nickel,Recycled,Reused,84.49,9.39,14.38,252.2,57.02,2.39,0.5,18.36,18.67,0.22
Steel,Recycled,Reused,21.73,6.55,5.16,324.05,71.52,6.11,0.75,1.68,20.28,0.05
Steel,Recycled,Landfilled,27.7,4.78,4.23,340.41,48.33,3.98,0.66,0.57,27.73,0.12
Zinc,Recycled,Landfilled,81.49,3.53,5.65,230.46,55.27,5.83,0.41,3.97,14.75,0.06
Gold,Primary,Reused,497.24,23.89,194.89,75.69,84.03,3.12,0.2,3429.96,37.39,0.02
Steel,Hybrid,Reused,94.15,3.12,7.77,326.4,73.08,3.31,0.7,1.26,39.65,0.07
Zinc,Hybrid,Landfilled,78.3,2.47,10.82,133.09,31.93,2.81,0.56,2.15,6.81,0.06
Silver,Recycled,Recycled,241.95,11.1,70.94,124.3,66.52,2.86,0.21,863.54,11.97,0.02
Tin,Recycled,Landfilled,24.44,1.59,1.46,261.55,58.61,4.47,0.47,22.31,11.88,0.07
Nickel,Hybrid,Recycled,87.82,12.18,9.98,187.67,22.32,1.29,0.28,10.68,10.06,0.05
Silver,Primary,Landfilled,340.52,17.63,100.9,63.22,27.22,1.36,0.15,1042.28,12.15,0.01
Lead,Recycled,Reused,75.5,6.84,5.92,92.6,86.54,1.38,0.32,1.95,7.11,0.02
Aluminium,Primary,Recycled,108.84,8.66,10.13,284.73,84.47,7.21,0.17,2.85,15.68,0.16
Nickel,Recycled,Reused,148.25,7.53,13.54,386.2,77.94,2.63,0.1,15.01,14.63,0.14
Silver,Recycled,Recycled,260.69,24.99,70.66,143.96,58.74,2.02,0.2,1103.46,11.18,0.05
Tin,Recycled,Recycled,41.65,4.89,2.19,171.24,33.52,1.21,0.27,20.76,7.44,0.07
Silver,Recycled,Reused,158.14,20.78,109.78,72.95,81.03,3.95,0.14,1051.88,7.6,0.04
Zinc,Hybrid,Recycled,116.08,8.38,3.05,186.4,63.64,4.4,0.3,3.18,11.64,0.17
Zinc,Hybrid,Landfilled,103.06,3.98,2.94,184.8,24.4,3.23,0.38,2.39,9.24,0.04
Tin,Primary,Recycled,63.08,5.49,4.94,141.55,28.97,2.12,0.29,20.83,12.28,0.03
Cobalt,Hybrid,Landfilled,91.45,9.07,13.19,131.86,41.69,1.67,0.47,31.64,17.51,0.05
Lead,Recycled,Landfilled,40.28,2.01,3.85,109.35,68.38,4.49,0.35,1.96,12.15,0.12
Zinc,Primary,Recycled,96.67,2.3,5.21,261.32,25.44,2.53,0.6,3.13,13.2,0.04
